CustomerID,Probability of Churning
3798-EPWRR,0.52
0637-YLETY,0.52
8665-UTDHZ,0.52
9992-UJOEL,0.52
8519-IMDHU,0.52
2207-NHRJK,0.519
6689-KXGBO,0.519
7615-ESMYF,0.518
4537-DKTAL,0.518
8481-YYXWG,0.518
9330-IJWIO,0.518
4208-UFFGW,0.517
2311-QYMUQ,0.517
9514-JDSKI,0.517
7952-OBOYL,0.517
2840-XANRC,0.516
7969-AULMZ,0.516
7359-PTSXY,0.516
4137-BTIKL,0.516
1589-AGTLK,0.516
5552-ZNFSJ,0.516
7079-QRCBC,0.516
3453-RTHJQ,0.516
2575-GFSOE,0.515
8035-PWSEV,0.515
5747-PMBSQ,0.515
1522-VVDMG,0.515
6905-NIQIN,0.515
5599-HVLTW,0.515
7587-RZNME,0.514
8118-LSUEL,0.514
4013-TLDHQ,0.514
2672-OJQZP,0.513
8993-PHFWD,0.513
5605-IYGFG,0.513
6542-LWGXJ,0.512
1212-GLHMD,0.512
3096-GKWEB,0.512
5649-ANRML,0.512
5955-ERIHD,0.512
2955-BJZHG,0.512
3703-KBKZP,0.512
5701-YVSVF,0.512
9189-JWSHV,0.512
1777-JYQPJ,0.512
5895-QSXOD,0.512
8224-DWCKX,0.511
5609-CEBID,0.511
3254-YRILK,0.511
6778-YSNIH,0.511
6907-FLBER,0.511
6715-OFDBP,0.511
0378-NHQXU,0.511
4236-UJPWO,0.51
4546-FOKWR,0.51
1251-STYSZ,0.51
4283-FUTGF,0.51
0480-BIXDE,0.51
2070-XYMFH,0.509
2189-WWOEW,0.509
2636-OHFMN,0.509
6892-XPFPU,0.509
3891-PUQOD,0.509
6331-EWIEB,0.508
2025-JKFWI,0.508
7831-QGOXH,0.508
7802-EFKNY,0.508
9512-UIBFX,0.508
2344-JMOGN,0.507
5183-SNMJQ,0.507
6048-QBXKL,0.507
3365-SAIGS,0.506
8313-NDOIA,0.506
0947-MUGVO,0.506
4361-JEIVL,0.506
0793-TWELN,0.506
5146-CBVOE,0.506
6338-AVWCY,0.506
1078-TDCRN,0.506
6833-JMZYP,0.505
0455-XFASS,0.505
3716-UVSPD,0.505
0817-HSUSE,0.505
1536-HBSWP,0.505
5995-SNNEW,0.505
6034-YMTOB,0.505
9809-IMGCQ,0.505
9741-YLNTD,0.505
0139-IVFJG,0.505
7029-RPUAV,0.504
8364-TRMMK,0.504
7426-RHZGU,0.504
3884-HCSWG,0.504
4597-NUCQV,0.503
2722-JMONI,0.503
8625-AZYZY,0.503
1251-KRREG,0.503
4369-HTUIF,0.503
6047-YHPVI,0.503
5138-WVKYJ,0.503
7693-LCKZL,0.503
3904-UKFRE,0.502
9796-BPKIW,0.502
0125-LZQXK,0.502
0848-ZGQIJ,0.502
5382-SOYZL,0.502
7562-GSUHK,0.502
1226-UDFZR,0.501
4065-JJAVA,0.501
9208-OLGAQ,0.501
1471-GIQKQ,0.501
2235-DWLJU,0.501
7315-WYOAW,0.501
8878-HMWBV,0.5
2969-QWUBZ,0.5
1891-UAWWU,0.5
6507-ZJSUR,0.5
9992-RRAMN,0.5
3703-VAVCL,0.5
2430-USGXP,0.5
5759-RCVCB,0.499
2739-CACDQ,0.499
1236-WFCDV,0.499
0611-DFXKO,0.499
4853-OITSN,0.499
7392-YYPYJ,0.499
4123-DVHPH,0.499
5883-GTGVD,0.499
1875-QIVME,0.499
6877-LGWXO,0.499
3914-FDRHP,0.499
1636-NTNCO,0.499
8854-CCVSQ,0.498
2325-NBPZG,0.498
8445-DNBAE,0.497
3540-RZJYU,0.497
6817-WTYHE,0.497
4919-IKATY,0.497
2951-QOQTK,0.497
6712-OAWRH,0.497
3317-HRTNN,0.497
9093-FPDLG,0.497
9912-GVSEQ,0.497
5923-GXUOC,0.497
6319-IEJWJ,0.497
8064-RAVOH,0.497
5842-POCOP,0.496
3130-ICDUP,0.496
4021-RQSNY,0.496
3292-PBZEJ,0.496
2057-ZBLPD,0.495
1624-WOIWJ,0.495
5628-FCGYG,0.495
2774-LVQUS,0.495
7508-SMHXL,0.495
0411-EZJZE,0.495
7402-EYFXX,0.495
7377-DMMRI,0.494
5175-AOBHI,0.494
8739-WWKDU,0.494
6900-PXRMS,0.494
6595-YGXIT,0.494
5130-IEKQT,0.493
7967-HYCDE,0.493
1658-TJVOA,0.493
7242-QZLXF,0.493
1794-HBQTJ,0.492
9348-YVOMK,0.492
3658-KIBGF,0.492
0420-HLGXF,0.492
4299-SIMNS,0.492
3082-VQXNH,0.492
0988-JRWWP,0.492
7675-OZCZG,0.492
8128-YVJRG,0.492
3677-TNKIO,0.491
3855-ONCAR,0.491
0654-HMSHN,0.491
6298-QDFNH,0.491
5453-AXEPF,0.491
3957-LXOLK,0.491
2685-SREOM,0.491
4652-NNHNY,0.49
8229-TNIQA,0.49
5922-ABDVO,0.49
4298-OYIFC,0.49
8565-CLBZW,0.49
1583-IHQZE,0.49
9919-KNPOO,0.49
7020-OZKXZ,0.49
1866-RZZQS,0.49
9647-ERGBE,0.49
8563-OYMQY,0.489
9172-JITSM,0.489
4873-ILOLJ,0.489
6029-WTIPC,0.489
3318-OSATS,0.489
8017-LXHFA,0.489
5937-EORGB,0.489
5600-KTXFM,0.489
5103-MHMHY,0.489
4647-MUZON,0.488
4183-MYFRB,0.488
3211-ILJTT,0.488
8104-OSKWT,0.488
8120-JDCAM,0.488
5543-QDCRY,0.488
3669-LVWZB,0.488
0094-OIFMO,0.487
7801-KICAO,0.487
4223-WOZCM,0.487
5896-NPFWW,0.487
6994-KERXL,0.487
4009-ALQFH,0.486
8922-LIEGH,0.486
7137-RYLPP,0.486
7278-CKDNC,0.486
1077-HUUJM,0.486
2831-EBWRN,0.486
8868-WOZGU,0.486
2845-AFFTX,0.485
0939-YAPAF,0.485
1666-JXLKU,0.485
2862-PFNIK,0.485
7851-FLGGQ,0.484
6005-OBZPH,0.484
2985-FMWYF,0.484
2371-JQHZZ,0.484
9360-OMDZZ,0.484
6331-LWDTQ,0.484
0650-BWOZN,0.484
6402-EJMWF,0.484
6821-BUXUX,0.484
6899-PPEEA,0.484
2107-FBPTK,0.484
2504-DSHIH,0.484
1902-XBTFB,0.484
8063-RJYNF,0.484
2694-CIUMO,0.484
9874-QLCLH,0.484
6078-VESFR,0.483
4385-GZQXV,0.483
0952-KMEEH,0.483
8802-UNOJF,0.483
9490-DFPMD,0.483
9903-LYSAB,0.483
6116-RFVHN,0.482
7794-JASDG,0.482
8397-MVTAZ,0.482
3223-WZWJM,0.482
6502-HCJTI,0.482
6017-PPLPX,0.482
5482-VXSXJ,0.482
5339-PXDVH,0.482
6557-BZXLQ,0.482
9631-XEYKE,0.482
4030-VPZBD,0.482
0322-YINQP,0.481
9824-BEMCV,0.481
5019-GQVCR,0.481
7703-ZEKEF,0.481
5572-ZDXHY,0.481
7881-EVUAD,0.481
4662-EKDPQ,0.481
4735-ASGMA,0.481
9564-KCLHR,0.48
2696-NARTR,0.48
9661-MHUMO,0.48
9048-JVYVF,0.48
5044-LRQAQ,0.48
7089-IVVAZ,0.48
2034-CGRHZ,0.48
6692-YQHXC,0.48
9029-FEGVJ,0.48
6103-BOCOU,0.48
0067-DKWBL,0.48
1346-UFHAX,0.48
4433-JCGCG,0.48
3744-ZRRDZ,0.479
2656-FMOKZ,0.479
7783-YKGDV,0.479
2637-FKFSY,0.479
9305-CDSKC,0.479
7924-GJZFI,0.479
8634-MPHTR,0.478
8778-LMWTJ,0.478
0491-KAPQG,0.478
4918-QLLIW,0.478
2860-RANUS,0.478
3995-WFCSM,0.478
8393-DLHGA,0.478
2809-ZMYOQ,0.477
9961-JBNMK,0.477
9108-EJFJP,0.477
3235-ETOOB,0.476
5940-NFXKV,0.476
3672-YITQD,0.476
0576-WNXXC,0.476
5522-JBWMO,0.476
5216-WASFJ,0.476
6400-BWQKW,0.476
2203-GHNWN,0.476
3427-GGZZI,0.475
8063-GBATB,0.475
0221-WMXNQ,0.475
5233-GEEAX,0.475
4587-NUKOX,0.475
8837-VVWLQ,0.475
1771-OADNZ,0.475
1307-ATKGB,0.474
6786-OBWQR,0.474
8696-JKZNU,0.474
2856-NNASM,0.474
0946-CLJTI,0.474
2568-OIADY,0.474
3874-EQOEP,0.474
6304-IJFSQ,0.474
2657-ALMWY,0.473
9190-MFJLN,0.473
1730-ZMAME,0.473
8903-WMRNW,0.473
5108-ADXWO,0.473
3866-MDTUB,0.473
0168-XZKBB,0.473
2249-YPRNG,0.473
3393-FMZPV,0.473
9279-CJEOJ,0.473
1260-TTRXI,0.473
1689-YQBYY,0.472
3955-JBZZM,0.472
7250-EQKIY,0.472
5857-TYBCJ,0.472
7404-JLKQG,0.472
4154-AQUGT,0.472
5244-IRFIH,0.472
6543-XRMYR,0.471
6178-KFNHS,0.471
7534-BFESC,0.471
1751-NCDLI,0.471
0637-UBJRP,0.471
4704-ERYFC,0.471
9552-TGUZV,0.47
7410-OIEDU,0.47
8806-EAGWC,0.47
2933-FILNV,0.47
9239-ZBZZV,0.469
8621-MNIHH,0.469
8990-ZXLSU,0.469
0374-IOEGQ,0.469
1769-GRUIK,0.469
7480-QNVZJ,0.469
6888-SBYAI,0.469
5655-JSMZM,0.469
5117-IFGPS,0.468
7395-IGJOS,0.468
4958-XCBDQ,0.468
6876-ADESB,0.468
2408-WITXK,0.468
4465-VDKIQ,0.468
2277-VWCNI,0.468
2603-HVKCG,0.467
4998-IKFSE,0.467
7142-HVGBG,0.467
3990-QYKBE,0.467
1302-UHBDD,0.467
2538-OIMXF,0.467
3858-VOBET,0.467
9526-JAWYF,0.467
8111-SLLHI,0.467
0578-SKVMF,0.467
8988-ECPJR,0.467
8685-WHQPW,0.467
8800-JOOCF,0.466
1396-QWFBJ,0.466
3088-LHEFH,0.466
9572-WUKSB,0.466
4729-XKASR,0.466
0439-IFYUN,0.465
6651-AZVTJ,0.465
8805-JNRAZ,0.465
6656-JWRQX,0.465
9261-WDCAF,0.465
2439-LYPMQ,0.465
6851-WEFYX,0.465
7284-BUYEC,0.465
1406-PUQVY,0.465
8630-FJLIB,0.464
6180-YBIQI,0.464
8824-RWFXJ,0.464
4013-UBXWQ,0.464
7579-OOPEC,0.464
3771-PZOBW,0.464
6923-EFPNL,0.464
4116-TZAQJ,0.464
0434-CSFON,0.463
4061-UKJWL,0.463
2606-RMDHZ,0.463
0093-EXYQL,0.463
3398-ZOUAA,0.463
9355-NPPFS,0.462
0362-ZBZWJ,0.462
6235-VDHOM,0.462
2141-RRYGO,0.462
4583-PARNH,0.462
8490-BXHEO,0.462
7460-ITWWP,0.462
3550-SAHFP,0.462
6416-YJTTB,0.462
8981-FJGLA,0.462
0623-GDISB,0.461
2657-VPXTA,0.461
5960-MVTUK,0.461
8757-TFHHJ,0.461
3352-ALMCK,0.461
5948-UJZLF,0.46
4971-PUYQO,0.46
2472-OVKUP,0.46
7901-TBKJX,0.46
5980-NOPLP,0.459
3565-UNOCC,0.459
7028-DVOIQ,0.459
2049-BAFNW,0.459
9050-QLROH,0.459
5698-BQJOH,0.459
8601-QACRS,0.459
8374-XGEJJ,0.458
1335-NTIUC,0.458
3640-PHQXK,0.458
9367-WXLCH,0.458
1635-FJFCC,0.458
9026-RNUJS,0.458
5219-YIPTK,0.458
6032-KRXXO,0.458
2082-OJVTK,0.458
5175-WLYXL,0.458
3196-NVXLZ,0.458
5373-SFODM,0.458
2507-QZPQS,0.458
4690-PKDQG,0.457
8496-EJAUI,0.457
8543-MSDMF,0.457
5536-SLHPM,0.457
5404-GGUKR,0.457
0921-OHLVP,0.457
2362-IBOOY,0.457
8695-WDYEA,0.457
5022-KVDQT,0.457
8903-XEBGX,0.457
0396-YCHWO,0.456
3446-QDSZF,0.456
9793-WECQC,0.456
8640-SDGKB,0.456
9692-TUSXH,0.456
7729-JTEEC,0.456
9763-PDTKK,0.456
2665-NPTGL,0.456
9801-GDWGV,0.456
6458-CYIDZ,0.455
6352-TWCAU,0.455
2359-KMGLI,0.455
7963-GQRMY,0.455
7495-OOKFY,0.455
4860-IJUDE,0.455
7993-PYKOF,0.455
2719-BDAQO,0.455
6729-GDNGC,0.454
3859-CVCET,0.454
8290-YWKHZ,0.454
1319-YLZJG,0.454
4315-MURBD,0.454
8660-BUETV,0.454
1309-BXVOQ,0.454
1766-GKNMI,0.454
3768-NLUBH,0.454
5419-JKZNQ,0.454
8276-MQBYC,0.454
5480-TBGPH,0.454
9253-QXKBE,0.454
4062-HBMOS,0.454
0337-CNPZE,0.454
5485-WUYWF,0.454
8456-QDAVC,0.454
8709-KRDVL,0.454
2979-SXESE,0.454
0524-IAVZO,0.454
4128-ETESU,0.454
1254-IZEYF,0.453
9606-PBKBQ,0.453
1228-ZLNBX,0.453
5760-FXFVO,0.453
1989-PRJHP,0.453
8818-DOPVL,0.453
6599-SFQVE,0.453
3969-GYXEL,0.452
0899-LIIBW,0.452
3234-VKACU,0.452
3094-JOJAI,0.452
5351-QESIO,0.452
7780-OTDSO,0.452
7056-IMHCC,0.452
6311-UEUME,0.452
8610-WFCJF,0.452
6204-IEUXJ,0.452
5669-SRAIP,0.452
9518-XXBXE,0.451
1723-HKXJQ,0.451
0975-VOOVL,0.451
5606-AMZBO,0.451
1816-FLZDK,0.451
6646-VRFOL,0.451
5916-QEWPT,0.451
9191-MYQKX,0.451
4817-VYYWS,0.451
7312-XSBAT,0.451
4248-HCETZ,0.451
4741-WWJQZ,0.451
4816-LXZYW,0.451
6413-XKKPU,0.45
9365-SRSZE,0.45
1894-IGFSG,0.45
7129-CAKJW,0.45
2080-CAZNM,0.45
0674-DGMAQ,0.45
9529-OFXHY,0.45
5016-IBERQ,0.45
3956-MGXOG,0.45
1754-GKYPY,0.45
7603-USHJS,0.449
0818-OCPZO,0.449
1965-DDBWU,0.449
9940-HPQPG,0.449
3536-IQCTX,0.448
2108-YKQTY,0.448
9537-VHDTA,0.448
6844-DZKRF,0.448
2195-ZRVAX,0.448
7623-TRNQN,0.447
9492-TOKRI,0.447
9889-TMAHG,0.447
8885-QSQBX,0.447
2903-YYTBW,0.447
7339-POGZN,0.447
4822-YCXMX,0.447
8182-BJDSI,0.446
5226-NOZFC,0.446
3668-QPYBK,0.446
2692-BUCFV,0.446
5950-AAAGJ,0.446
3748-FVMZZ,0.446
8782-LKFPK,0.446
5144-TVGLP,0.446
5647-FXOTP,0.445
9851-QXEEQ,0.445
6259-WJQLC,0.445
9584-EXCDZ,0.445
4360-PNRQB,0.445
4184-TJFAN,0.445
8544-GOQSH,0.445
0397-GZBBC,0.445
2273-QCKXA,0.445
3269-ATYWD,0.445
3951-NJCVI,0.445
8436-BJUMM,0.445
4124-MMETB,0.445
1918-ZBFQJ,0.444
4248-QPAVC,0.444
5692-ICXLW,0.444
1469-LBJQJ,0.444
8286-AFUYI,0.444
8993-IZEUX,0.444
5519-YLDGW,0.444
0374-AACSZ,0.444
8189-XRIKE,0.444
6267-DCFFZ,0.444
3055-MJDSB,0.444
3987-KQDDU,0.444
2187-LZGPL,0.443
5493-SDRDQ,0.443
1597-FZREH,0.443
5153-RTHKF,0.443
8695-ARGXZ,0.443
4039-HEUNW,0.442
2607-FBDFF,0.442
4484-GLZOU,0.442
9943-VSZUV,0.442
1580-BMCMR,0.442
3374-LXDEV,0.442
7978-DKUQH,0.441
8708-XPXHZ,0.441
6464-KEXXH,0.441
0224-HJAPT,0.441
5419-KLXBN,0.441
4989-LIXVT,0.441
9667-TKTVZ,0.441
0531-ZZJWQ,0.441
7714-YXSMB,0.44
8938-UMKPI,0.44
1399-UBQIU,0.44
1329-VHWNP,0.44
9389-ACWBI,0.44
8168-UQWWF,0.44
6907-NZZIJ,0.44
5609-IMCGG,0.44
8949-JTMAY,0.44
9462-MJUAW,0.44
0533-BNWKF,0.439
1343-EHPYB,0.439
3500-RMZLT,0.439
2519-FAKOD,0.439
0148-DCDOS,0.439
7658-UYUQS,0.439
7207-RMRDB,0.439
0447-RXSGD,0.439
4343-EJVQB,0.439
3384-CTMSF,0.439
7586-ZATGZ,0.439
9286-DOJGF,0.439
8012-SOUDQ,0.438
4686-UXDML,0.438
1541-ETJZO,0.438
5889-JTMUL,0.438
5364-XYIRR,0.438
0114-PEGZZ,0.438
3737-GCSPV,0.438
6393-WRYZE,0.438
6961-VCPMC,0.438
7718-RXDGG,0.438
1307-TVUFB,0.437
9369-XFEHK,0.437
6693-FRIRW,0.437
1608-GMEWB,0.437
5630-IXDXV,0.437
3647-GMGDH,0.437
8654-DHAOW,0.437
0032-PGELS,0.436
9658-WYUFB,0.436
9524-EGPJC,0.436
7878-JGDKK,0.436
5027-XWQHA,0.436
2792-LSHWX,0.436
4550-VBOFE,0.435
1587-FKLZB,0.435
0475-RIJEP,0.435
7422-WNBTY,0.435
7240-ETPTR,0.435
0407-BDJKB,0.435
7233-DRTRF,0.435
4840-ORQXB,0.435
5959-BELXA,0.435
5307-DZCVC,0.435
9465-RWMXL,0.435
9600-NAXZN,0.435
4553-DVPZG,0.435
2947-DOMLJ,0.435
0324-BRPCJ,0.435
9643-AVVWI,0.435
9090-SGQXL,0.435
1304-BCCFO,0.435
5168-MSWXT,0.435
5389-FFVKB,0.434
3258-SANFR,0.434
9921-QFQUL,0.434
1035-IPQPU,0.434
6692-UDPJC,0.434
7752-XUSCI,0.434
7018-WBJNK,0.434
7852-LECYP,0.433
3577-AMVUX,0.433
2309-OSFEU,0.433
5502-RLUYV,0.433
4446-BZKHU,0.433
3452-ABWRL,0.433
5899-OUVKV,0.433
0265-EDXBD,0.433
8914-RBTSB,0.433
8785-CJSHH,0.433
3791-LGQCY,0.433
1264-BYWMS,0.433
0207-MDKNV,0.433
4398-HSCJH,0.433
7511-YMXVQ,0.433
2853-CWQFQ,0.433
8242-JSVBO,0.433
7979-CORPM,0.433
0778-NELLA,0.433
0666-UXTJO,0.433
5439-WIKXB,0.432
6987-XQSJT,0.432
2043-WVTQJ,0.432
0541-FITGH,0.432
7504-UWHNB,0.432
7326-RIGQZ,0.432
4911-BANWH,0.431
0256-LTHVJ,0.431
2573-GYRUU,0.431
6402-ZFPPI,0.431
5712-AHQNN,0.431
5649-RXQTV,0.431
2037-SGXHH,0.431
8887-IPQNC,0.431
7072-MBHEV,0.431
9167-APMXZ,0.431
0141-YEAYS,0.431
0895-DQHEW,0.43
8648-PFRMP,0.43
5143-EGQFK,0.43
9133-AYJZG,0.43
5999-LCXAO,0.43
4289-DTDKW,0.43
9885-AIBVB,0.43
2378-VTKDH,0.43
2041-JIJCI,0.43
6583-QGCSI,0.429
2452-KDRRH,0.429
0428-IKYCP,0.429
9600-UDOPK,0.429
4026-SKKHW,0.429
3757-NJYBX,0.429
6377-WHAOX,0.429
1453-RZFON,0.429
6834-NXDCA,0.429
3806-DXQOM,0.429
4257-GAESD,0.429
7481-ATQQS,0.429
5590-BYNII,0.428
1910-FMXJM,0.428
5122-CYFXA,0.428
6212-ATMLK,0.428
6227-HWPWX,0.428
8623-TMRBY,0.428
8058-DMYRU,0.428
4325-NFSKC,0.428
0869-PAPRP,0.428
2523-EWWZL,0.428
5673-TIYIB,0.428
9210-IAHGH,0.427
2460-NGXBJ,0.427
5233-AOZUF,0.427
0596-BQCEQ,0.427
1928-BXYIV,0.427
1763-WQFUK,0.427
8404-GFGCZ,0.427
3797-FKOGQ,0.427
1582-RAFML,0.427
9866-QEVEE,0.426
3737-XBQDD,0.426
4526-ZJJTM,0.426
5650-YLIBA,0.426
3018-TFTSU,0.426
0585-EGDDA,0.426
4818-QIUFN,0.426
6543-CPZMK,0.426
2675-DHUTR,0.426
8313-KTIHG,0.426
9169-BSVIN,0.425
1142-WACZW,0.425
3014-WJKSM,0.425
2916-BQZLN,0.424
6952-OMNWB,0.424
0310-MVLET,0.424
8167-GJLRN,0.424
9626-WEQRM,0.424
6242-MBHPK,0.423
9053-EJUNL,0.423
1013-QCWAM,0.423
8212-CRQXP,0.423
1891-FZYSA,0.423
6661-HBGWL,0.423
6968-GMKPR,0.423
2070-FNEXE,0.423
7421-ZLUPA,0.423
1456-TWCGB,0.423
1670-SVOWZ,0.423
7739-LAXOG,0.422
6172-FECYY,0.422
7346-MEDWM,0.422
8819-IMISP,0.422
6818-DJXAA,0.422
2108-XWMPY,0.422
5498-TXHLF,0.422
0599-XNYDO,0.422
4523-WXCEF,0.422
1996-DBMUS,0.422
5331-RGMTT,0.422
1732-VHUBQ,0.421
2115-BFTIW,0.421
5356-CSVSQ,0.421
5119-KEPFY,0.421
2208-UGTGR,0.42
5449-FIBXJ,0.42
7529-ZDFXI,0.42
4690-LLKUA,0.42
8734-DKSTZ,0.42
4592-IWTJI,0.42
4636-JGAAI,0.42
3312-UUMZW,0.42
8714-EUHJO,0.419
5839-SUYVZ,0.419
8160-HOWOX,0.419
3208-YPIOE,0.419
8849-AYPTR,0.419
1728-CXQBE,0.419
0581-MDMPW,0.419
3137-LUPIX,0.419
5207-PLSTK,0.419
7881-INRLC,0.418
2091-RFFBA,0.418
5018-GWURO,0.418
8008-HAWED,0.418
3597-MVHJT,0.418
7567-ECMCM,0.418
7240-FQLHE,0.417
9281-OFDMF,0.417
4423-YLHDV,0.417
4130-MZLCC,0.417
2178-PMGCJ,0.417
7580-UGXNC,0.417
8066-POXGX,0.416
7181-OQCUT,0.416
3714-NTNFO,0.416
7145-FEJWU,0.416
8387-MOJJT,0.416
8784-CGILN,0.416
6927-WTFIV,0.415
1689-MRZQR,0.415
1230-QAJDW,0.415
3838-OZURD,0.415
6137-NICCO,0.415
3923-CSIHK,0.415
2003-CKLOR,0.415
0929-HYQEW,0.415
2718-GAXQD,0.415
9314-IJWSQ,0.414
4521-YEEHE,0.414
0641-EVBOJ,0.414
9415-DPEWS,0.414
4554-YGZIH,0.414
6022-UGGSO,0.414
4238-JSSWH,0.413
7389-KBFIT,0.413
9898-KZQDZ,0.413
2476-YGEFM,0.413
7982-VCELR,0.413
9821-POOTN,0.413
0311-UNPFF,0.413
0129-KPTWJ,0.413
6862-CQUMB,0.412
0577-WHMEV,0.412
7251-XFOIL,0.412
6825-UYPFK,0.412
4570-QHXHL,0.412
3055-OYMSE,0.412
6646-JPPHA,0.412
7928-VJYAB,0.412
8718-PTMEZ,0.412
0979-PHULV,0.412
4566-QVRRW,0.412
0096-BXERS,0.412
1932-UEDCX,0.412
7627-JKIAZ,0.411
9732-KPKBW,0.411
6257-RJOHI,0.411
3481-JHUZH,0.411
5536-RTPWK,0.411
5156-UMKOW,0.411
9732-EQMWY,0.411
6986-IJDHX,0.411
7318-EIVKO,0.411
5208-HFSBT,0.411
7470-MCQTK,0.41
8486-AYEQH,0.41
9776-OJUZI,0.41
9450-TRJUU,0.41
1597-LHYNC,0.41
5222-IMUKT,0.41
0115-TFERT,0.41
5299-RULOA,0.41
3211-AAPKX,0.41
8637-XJIVR,0.41
0886-QGENL,0.41
6394-MFYNG,0.41
2974-GGUXS,0.41
3058-WQDRE,0.409
3509-GWQGF,0.409
3207-OYBWH,0.409
3005-TYFRD,0.409
4948-WBBKL,0.409
4238-HFHSN,0.409
5301-GAUUY,0.409
6652-YFFJO,0.409
2761-XECQW,0.409
2101-RANCD,0.409
7248-VZQLC,0.409
8155-IBNHG,0.409
4659-NZRUF,0.408
6988-CJEYV,0.408
5813-UECBU,0.408
1379-FRVEB,0.408
4430-UZIPO,0.408
9474-PHLYD,0.407
4931-TRZWN,0.407
4718-DHSMV,0.407
2181-UAESM,0.407
2869-ADAWR,0.407
3589-PPVKW,0.407
9445-SZLCH,0.407
0504-HHAPI,0.406
3346-BRMIS,0.406
6635-CPNUN,0.406
9058-MJLZC,0.406
2373-NTKOD,0.406
9526-BIHHD,0.406
8775-CEBBJ,0.406
3934-HXCFZ,0.405
3842-QTGDL,0.405
7734-DBOAI,0.405
4143-HHPMK,0.405
4720-VSTSI,0.405
6908-VVYHM,0.405
7270-BDIOA,0.404
0621-TWIEM,0.404
6771-XWBDM,0.404
6233-HXJMX,0.404
8910-LEDAG,0.404
0682-USIXD,0.404
7554-AKDQF,0.404
7693-QPEFS,0.404
6173-GOLSU,0.403
0916-QOFDP,0.403
4452-QIIEB,0.403
7855-DIWPO,0.403
1935-IMVBB,0.403
6633-MPWBS,0.403
2971-SGAFL,0.403
8065-BVEPF,0.403
2219-MVUSO,0.403
9688-YGXVR,0.402
3683-QKIUE,0.402
1047-NNCBF,0.402
9851-KIELU,0.402
6538-POCHL,0.402
4716-HHKQH,0.401
8444-WRIDW,0.401
0402-CQAJN,0.401
9505-SQFSW,0.401
6985-HAYWX,0.401
1833-TCXKK,0.401
9547-ITEFG,0.401
6859-RKMZJ,0.401
3194-ORPIK,0.401
4658-HCOHW,0.401
5173-WXOQV,0.401
3588-WSTTJ,0.401
0410-IPFTY,0.4
3656-TKRVZ,0.4
9003-CPATH,0.4
0430-IHCDJ,0.4
8705-DWKTI,0.399
2884-GBPFB,0.399
7055-HNEOJ,0.399
1685-BQULA,0.399
7126-RBHSD,0.399
1518-VOWAV,0.398
6896-SRVYQ,0.398
0929-PECLO,0.398
6572-ADKRS,0.398
9944-AEXBM,0.397
8429-XIBUM,0.397
0093-XWZFY,0.397
5816-SCGFC,0.397
0420-BWTPW,0.396
7351-KYHQH,0.396
6173-ITPWD,0.396
6075-SLNIL,0.396
9661-ACXBS,0.396
3804-RVTGV,0.396
4077-CROMM,0.396
6481-ESCNL,0.396
1450-SKCVI,0.396
1323-OOEPC,0.396
5981-ITEMU,0.395
0419-YAAPX,0.395
6518-LGAOV,0.395
2956-GGUCQ,0.395
3932-CMDTD,0.395
9819-FBNSV,0.395
6339-DKLMK,0.395
8679-JOEVF,0.395
9873-MNDKV,0.395
1205-WNWPJ,0.395
3005-NFMTA,0.395
7798-JVXYM,0.395
5515-RUGKN,0.395
2674-MLXMN,0.395
5243-SAOTC,0.394
4818-DRBQT,0.394
6218-KNUBD,0.394
3761-FLYZI,0.394
6641-XRPSU,0.394
5295-PCJOO,0.394
1436-ZMJAN,0.394
5392-AKEMH,0.393
8676-OOQEJ,0.393
0356-ERHVT,0.393
6217-TOWGS,0.393
8614-VGMMV,0.393
3452-SRFEG,0.392
3537-HPKQT,0.392
3853-LYGAM,0.392
6143-JQKEA,0.392
1101-SSWAG,0.392
9327-QSDED,0.392
7296-PIXQY,0.392
0749-IRGQE,0.392
5385-SUIRI,0.392
6029-CSMJE,0.392
9979-RGMZT,0.392
9722-UJOJR,0.391
2122-YWVYA,0.391
4883-QICIH,0.391
1173-NOEYG,0.391
2842-BCQGE,0.391
7547-EKNFS,0.391
0786-VSSUD,0.39
0617-FHSGK,0.39
3023-GFLBR,0.39
7593-JNWRU,0.39
1596-BBVTG,0.39
9170-CCKOU,0.39
9112-WSNPU,0.389
4829-AUOAX,0.389
0601-WZHJF,0.389
0354-WYROK,0.389
7271-AJDTL,0.389
7876-BEUTG,0.389
3503-TYDAY,0.389
6551-GNYDG,0.389
0924-BJCRC,0.389
1271-SJBGZ,0.389
9714-EDSUC,0.389
1550-LOAHA,0.388
7279-BUYWN,0.388
5022-JNQEQ,0.388
6581-NQCBA,0.388
9174-FKWZE,0.388
1213-NGCUN,0.388
3345-PBBFH,0.388
3144-AUDBS,0.388
6599-CEBNN,0.388
2357-COQEK,0.388
3580-REOAC,0.387
0843-WTBXE,0.387
6818-WOBHJ,0.387
7636-OWBPG,0.387
7176-WIONM,0.387
3943-KDREE,0.387
0106-GHRQR,0.386
2931-FSOHN,0.386
5533-NHFRF,0.386
5914-DVBWJ,0.386
2474-BRUCM,0.386
4462-CYWMH,0.386
3002-WQZWT,0.386
2957-LOLHO,0.386
5016-ETTFF,0.386
8118-TJAFG,0.386
1600-DILPE,0.386
1591-NFNLQ,0.386
2823-LKABH,0.385
9812-GHVRI,0.385
3144-KMTWZ,0.385
7517-SAWMO,0.385
